p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
2.17E-26,-0.25599493,0.082,0.119,6.55E-22,fibro2b_thy1,IFNAR2
3.76E-26,-0.250218821,0.067,0.108,1.14E-21,fibro2b_thy1,EDEM1
4.13E-26,-0.265087857,0.075,0.115,1.25E-21,fibro2b_thy1,GNPTAB
4.43E-26,0.258049481,0.223,0.153,1.34E-21,fibro2b_thy1,MT-TP
2.77E-25,-0.250385565,0.08,0.113,8.36E-21,fibro2b_thy1,SP140L
5.56E-25,-0.262403799,0.103,0.143,1.68E-20,fibro2b_thy1,CNPY3
3.87E-21,-0.317979304,0.764,0.747,1.17E-16,fibro2b_thy1,MMP3
0,2.505614594,0.88,0.332,0,macrophage,C1QB
0,2.224250631,0.877,0.348,0,macrophage,C1QA
0,1.985384473,0.723,0.237,0,macrophage,MARCO
0,1.887847619,0.537,0.125,0,macrophage,CXCL2
0,1.843284103,0.784,0.305,0,macrophage,CTSZ
0,1.81904861,0.705,0.157,0,macrophage,CYBB
0,1.776369794,0.621,0.143,0,macrophage,CD163
0,1.773934089,0.659,0.222,0,macrophage,RNASE1
0,1.743987198,0.589,0.099,0,macrophage,FCGR3A
0,1.692273455,0.746,0.23,0,macrophage,LYZ
0,1.639656889,0.985,0.785,0,macrophage,HLA-DRA
0,1.63855485,0.496,0.1,0,macrophage,S100A9
0,1.587561524,0.499,0.088,0,macrophage,C5AR1
0,1.586019784,0.563,0.173,0,macrophage,STAB1
0,1.564535642,0.879,0.561,0,macrophage,CTSD
0,1.556366877,0.398,0.123,0,macrophage,IL8
0,1.540010165,0.859,0.628,0,macrophage,AC104820.2
0,1.526315128,0.969,0.8,0,macrophage,FTL
0,1.502323816,0.53,0.114,0,macrophage,MS4A6A
0,1.47483184,0.887,0.597,0,macrophage,CTSB
0,1.473670526,0.428,0.067,0,macrophage,MSR1
0,1.452847253,0.675,0.288,0,macrophage,CD68
0,1.413878801,0.661,0.226,0,macrophage,TYROBP
0,1.413416018,0.386,0.074,0,macrophage,FBP1
0,1.408801168,0.678,0.3,0,macrophage,SGK1
0,1.396574402,0.379,0.106,0,macrophage,CXCL3
0,1.374004772,0.457,0.095,0,macrophage,FCGR2B
0,1.357866357,0.676,0.328,0,macrophage,IFI30
0,1.317006972,0.355,0.054,0,macrophage,SLCO2B1
0,1.308012282,0.62,0.258,0,macrophage,GLUL
0,1.292217698,0.597,0.221,0,macrophage,CTSH
0,1.280628945,0.616,0.308,0,macrophage,GPNMB
0,1.267407727,0.426,0.097,0,macrophage,AIF1
0,1.263027802,0.353,0.073,0,macrophage,C1QC
0,1.261773292,0.365,0.067,0,macrophage,SIGLEC1
0,1.249960319,0.855,0.552,0,macrophage,TYMP
0,1.24888058,0.372,0.058,0,macrophage,MS4A7
0,1.231442983,0.331,0.046,0,macrophage,MS4A4A
0,1.226520003,0.296,0.039,0,macrophage,LILRB5
0,1.220300979,0.484,0.159,0,macrophage,MAFB
0,1.215780301,0.941,0.687,0,macrophage,HLA-DRB1
0,1.207256776,0.461,0.143,0,macrophage,ALDH2
0,1.201635744,0.634,0.324,0,macrophage,GRN
0,1.199790438,0.599,0.275,0,macrophage,CTSS
0,1.190493807,0.556,0.201,0,macrophage,HLA-DMB
0,1.167580765,0.355,0.094,0,macrophage,CD14
0,1.156868701,0.312,0.056,0,macrophage,OLR1
0,1.156335302,0.306,0.057,0,macrophage,ACP5
0,1.155674576,0.764,0.423,0,macrophage,HLA-DPA1
0,1.154695682,0.431,0.12,0,macrophage,FCER1G
0,1.147480888,0.314,0.048,0,macrophage,FPR3
0,1.137057643,0.341,0.104,0,macrophage,LGMN
0,1.135368933,0.276,0.073,0,macrophage,S100A8
0,1.114607502,0.252,0.05,0,macrophage,CD300E
0,1.105145838,0.36,0.114,0,macrophage,PLAUR
0,1.101952403,0.942,0.792,0,macrophage,DUSP1
0,1.097556822,0.463,0.201,0,macrophage,ATP1B3
0,1.09738095,0.558,0.23,0,macrophage,VAMP8
0,1.090184433,0.286,0.063,0,macrophage,SDC3
0,1.088517947,0.344,0.099,0,macrophage,LTA4H
0,1.082228171,0.33,0.09,0,macrophage,SERPINA1
0,1.071640603,0.293,0.047,0,macrophage,C3AR1
0,1.061625279,0.51,0.172,0,macrophage,A2M
0,1.055289286,0.686,0.364,0,macrophage,LAPTM5
0,1.044630111,0.368,0.12,0,macrophage,RASSF4
0,1.03988853,0.272,0.045,0,macrophage,NCF2
0,1.036246425,0.317,0.057,0,macrophage,CPVL
0,1.019959142,0.262,0.037,0,macrophage,LILRB2
0,1.017691302,0.961,0.798,0,macrophage,PSAP
0,1.013348406,0.277,0.049,0,macrophage,VSIG4
0,1.004804787,0.484,0.213,0,macrophage,GPR183
0,0.994033536,0.415,0.152,0,macrophage,CAPG
0,0.992684699,0.259,0.039,0,macrophage,LILRB4
0,0.991237308,0.34,0.121,0,macrophage,CXCL16
0,0.987532327,0.261,0.041,0,macrophage,ADAP2
0,0.987066062,0.65,0.408,0,macrophage,TNFAIP2
0,0.985952517,0.324,0.08,0,macrophage,LST1
0,0.983589088,0.278,0.069,0,macrophage,MPP1
0,0.98161665,0.963,0.84,0,macrophage,CD74
0,0.979979024,0.283,0.058,0,macrophage,ITGAM
0,0.97796211,0.358,0.133,0,macrophage,SLC16A3
0,0.975432309,0.359,0.123,0,macrophage,CECR1
0,0.971507376,0.606,0.308,0,macrophage,HLA-DQA1
0,0.963368492,0.523,0.231,0,macrophage,HLA-DQB1
0,0.957455291,0.48,0.224,0,macrophage,KCTD12
0,0.953602879,0.24,0.044,0,macrophage,RBM47
0,0.953439121,0.593,0.269,0,macrophage,ITGB2
0,0.947407804,0.398,0.177,0,macrophage,MFSD1
0,0.941528581,0.779,0.523,0,macrophage,HLA-DPB1
0,0.940646467,0.461,0.229,0,macrophage,ATP6V0B
0,0.931003341,0.485,0.219,0,macrophage,TGFBI
0,0.921064052,0.635,0.474,0,macrophage,BTN3A2
0,0.885363733,0.51,0.279,0,macrophage,HLA-DMA
0,0.871320875,0.56,0.363,0,macrophage,GPX1
0,0.867032128,0.414,0.228,0,macrophage,TNS1
0,0.855772372,0.553,0.376,0,macrophage,ZFAND5
0,0.852434316,0.525,0.337,0,macrophage,NPC2
0,0.819487332,0.488,0.308,0,macrophage,FCGRT
0,0.739549167,0.838,0.713,0,macrophage,ANXA1
0,0.716078598,0.845,0.673,0,macrophage,SAT1
0,0.694733376,0.816,0.707,0,macrophage,AHNAK
0,0.694352233,0.618,0.475,0,macrophage,TSPO
0,0.676898737,0.807,0.69,0,macrophage,OAZ1
0,0.657334998,0.692,0.58,0,macrophage,EIF4G2
0,0.385137584,0.999,0.999,0,macrophage,B2M
0,-0.478371882,0.999,1,0,macrophage,MALAT1
0,-0.636441415,0.747,0.942,0,macrophage,RPL13
0,-0.641270602,0.623,0.878,0,macrophage,RPL34
0,-0.706354097,0.548,0.857,0,macrophage,RPS8
0,-0.729073583,0.475,0.788,0,macrophage,MT-ND5
0,-0.734953644,0.636,0.879,0,macrophage,RPS29
0,-0.742200941,0.465,0.813,0,macrophage,MT-ATP6
0,-0.770748838,0.453,0.808,0,macrophage,MT-ND2
0,-0.805315743,0.349,0.699,0,macrophage,RPL31
0,-0.810108825,0.341,0.692,0,macrophage,RPL19
0,-0.825667198,0.301,0.661,0,macrophage,RPS15
0,-0.839801291,0.536,0.816,0,macrophage,TMSB4X
0,-0.846757896,0.624,0.914,0,macrophage,RPS6
0,-0.893418983,0.487,0.85,0,macrophage,RPL13A
0,-0.937511288,0.227,0.601,0,macrophage,RPS25
0,-0.992349948,0.241,0.625,0,macrophage,RPL3
0,-1.019469967,0.716,0.818,0,macrophage,COL1A2
0,-1.029345208,0.439,0.823,0,macrophage,MT-CO1
0,-1.03124658,0.231,0.619,0,macrophage,RPS15A
0,-1.051193379,0.37,0.64,0,macrophage,CCDC80
0,-1.159875408,0.226,0.653,0,macrophage,RPS18
9.88131291682493e-324,0.74912386,0.641,0.451,2.98494700591448e-319,macrophage,RHOB
8.14714249992216e-321,-0.617665603,0.605,0.859,2.46108880637648e-316,macrophage,RPS14
2.92733895160939e-320,-0.590577712,0.706,0.904,8.84290550502163e-316,macrophage,RPLP1
5.45349659879568e-320,0.697320251,0.616,0.433,1.6473922525642e-315,macrophage,CYBA
2.09785213880652e-319,-0.671908338,0.479,0.782,6.33719174090673e-315,macrophage,RPL32
2.74470313903336e-317,0.836306651,0.411,0.236,8.29119924239196e-313,macrophage,HEXB
1.93478967551522e-316,-0.825239699,0.19,0.524,5.84461265179636e-312,macrophage,RPL24
3.74403647991714e-316,0.83411882,0.441,0.368,1.13099853985337e-311,macrophage,SEPP1
8.82926329064911e-311,-0.781022905,0.319,0.652,2.67E-306,macrophage,MT-ND1
9.17562499058216e-311,0.82426603,0.534,0.275,2.77E-306,macrophage,SAMHD1
2.86209175796047e-310,-0.8116738,0.25,0.587,8.65E-306,macrophage,RPL14
0.00E+00,0.959787046,0.27,0.068,8.36E-305,macrophage,KCNMA1
0.00E+00,0.364034349,0.972,0.94,1.27E-304,macrophage,TMSB10
9.13E-308,-0.870497668,0.151,0.471,2.76E-303,macrophage,RPL10A
1.10E-307,-0.716252605,0.385,0.704,3.32E-303,macrophage,RPS23
9.36E-307,-0.648614132,0.457,0.765,2.83E-302,macrophage,RPL23
1.26E-305,-0.847565581,0.165,0.489,3.81E-301,macrophage,RPL23A
2.82E-304,-0.827848913,0.238,0.569,8.52E-300,macrophage,RPS27A
2.01E-303,0.819972348,0.623,0.387,6.08E-299,macrophage,NR4A1
1.76E-301,0.985444267,0.358,0.145,5.31E-297,macrophage,LFNG
6.37E-301,-0.940282106,0.233,0.55,1.93E-296,macrophage,CALD1
1.79E-295,0.941917359,0.218,0.038,5.41E-291,macrophage,SLC11A1
2.35E-295,-0.61917757,0.521,0.8,7.11E-291,macrophage,RPS3
1.62E-294,0.834359284,0.413,0.229,4.89E-290,macrophage,GRINA
2.53E-293,-0.537976807,0.651,0.885,7.63E-289,macrophage,RPL11
4.51E-292,0.909190375,0.241,0.044,1.36E-287,macrophage,CLEC7A
5.85E-292,-0.930830373,0.117,0.416,1.77E-287,macrophage,RPS27
2.07E-290,-0.645243168,0.458,0.758,6.25E-286,macrophage,RPL35A
1.41E-288,0.883787597,0.247,0.052,4.27E-284,macrophage,CSF1R
6.32E-287,-0.769258376,0.233,0.557,1.91E-282,macrophage,RPL26
2.56E-284,0.860391144,0.272,0.056,7.73E-280,macrophage,MNDA
2.00E-282,0.84613087,0.387,0.205,6.04E-278,macrophage,PEA15
2.87E-281,-0.973423204,0.435,0.644,8.68E-277,macrophage,DCN
1.12E-280,0.795648204,0.417,0.225,3.38E-276,macrophage,TPP1
1.52E-279,-0.935821828,0.606,0.743,4.58E-275,macrophage,COL3A1
3.12E-274,0.420124724,0.964,0.894,9.42E-270,macrophage,FOS
6.05E-274,0.876548503,0.359,0.13,1.83E-269,macrophage,SYNGR2
1.21E-273,0.507488755,0.78,0.721,3.67E-269,macrophage,UBC
3.92E-266,0.583117344,0.644,0.544,1.18E-261,macrophage,CD44
5.72E-266,0.913687935,0.399,0.18,1.73E-261,macrophage,SIK1
1.01E-264,-0.607573072,0.445,0.736,3.05E-260,macrophage,RPL37
3.27E-264,0.630193998,0.553,0.417,9.88E-260,macrophage,GNAI2
1.65E-259,0.447831816,0.841,0.733,4.99E-255,macrophage,KLF6
1.36E-258,-0.612160418,0.375,0.68,4.11E-254,macrophage,RPL12
3.69E-256,0.93362234,0.353,0.181,1.11E-251,macrophage,IER3
2.28E-253,0.829257261,0.245,0.073,6.88E-249,macrophage,SLC15A3
7.13E-253,0.797839799,0.193,0.033,2.15E-248,macrophage,SLC7A7
1.36E-250,0.825018984,0.192,0.032,4.11E-246,macrophage,FOLR2
1.08E-249,0.587724148,0.59,0.491,3.26E-245,macrophage,TAPBP
5.60E-248,-0.722447193,0.606,0.741,1.69E-243,macrophage,C1R
6.46E-248,-0.611628551,0.383,0.681,1.95E-243,macrophage,RPS13
1.13E-247,0.833610865,0.214,0.041,3.41E-243,macrophage,CPM
1.68E-247,0.825875504,0.265,0.066,5.08E-243,macrophage,IRF8
3.10E-246,-0.716337149,0.171,0.462,9.36E-242,macrophage,MT-ATP8
4.30E-246,-0.698471604,0.245,0.547,1.30E-241,macrophage,RPS2
1.14E-245,-0.781480528,0.12,0.393,3.44E-241,macrophage,RPL6
1.79E-244,0.964697941,0.288,0.091,5.41E-240,macrophage,CCL3
7.96E-244,0.918056547,0.305,0.108,2.41E-239,macrophage,GRASP
9.18E-242,0.823840885,0.298,0.115,2.77E-237,macrophage,RNF130
4.30E-240,-1.055164023,0.418,0.596,1.30E-235,macrophage,COL1A1
5.62E-239,0.974796432,0.435,0.281,1.70E-234,macrophage,HSPA1A
4.67E-236,-0.525458034,0.572,0.813,1.41E-231,macrophage,RPS4X
1.14E-235,-0.884601801,0.415,0.624,3.46E-231,macrophage,SPARCL1
1.25E-235,-0.782128044,0.268,0.549,3.77E-231,macrophage,PTRF
2.66E-235,0.4011835,0.954,0.904,8.02E-231,macrophage,S100A4
5.19E-235,0.840426807,0.299,0.096,1.57E-230,macrophage,CD83
5.91E-235,-0.506930531,0.644,0.853,1.78E-230,macrophage,RPS19
2.10E-234,-0.812834187,0.051,0.279,6.34E-230,macrophage,IFITM1
2.70E-234,0.869264446,0.3,0.099,8.14E-230,macrophage,CYTH4
6.23E-234,0.824813096,0.34,0.183,1.88E-229,macrophage,BAX
6.88E-234,-0.74204926,0.131,0.402,2.08E-229,macrophage,ADD3
2.40E-233,0.760476525,0.19,0.03,7.24E-229,macrophage,TFEC
7.64E-232,0.790938481,0.283,0.109,2.31E-227,macrophage,AP1B1
1.10E-231,0.492258052,0.69,0.601,3.31E-227,macrophage,CFL1
6.13E-228,0.679405125,0.458,0.326,1.85E-223,macrophage,EMP3
5.90E-227,0.568835432,0.682,0.581,1.78E-222,macrophage,LMNA
2.15E-224,0.416855718,0.666,0.451,6.51E-220,macrophage,RGS1
1.06E-223,0.757759179,0.332,0.168,3.20E-219,macrophage,MGAT1
1.19E-222,-0.40408565,0.741,0.916,3.60E-218,macrophage,MT-CO2
5.61E-222,0.804646479,0.254,0.105,1.69E-217,macrophage,NR1H3
3.83E-221,0.50735342,0.611,0.506,1.16E-216,macrophage,ARPC1B
2.22E-220,0.80098692,0.252,0.075,6.70E-216,macrophage,EMILIN2
5.86E-220,-0.987908879,0.094,0.334,1.77E-215,macrophage,ETS1
1.09E-219,0.746651025,0.322,0.167,3.29E-215,macrophage,ASAH1
4.98E-219,-0.434678448,0.778,0.927,1.50E-214,macrophage,RPLP2
1.47E-218,0.67666746,0.408,0.282,4.43E-214,macrophage,AP2S1
6.07E-218,0.758985299,0.22,0.049,1.83E-213,macrophage,ALOX5
1.56E-217,0.605335143,0.491,0.365,4.70E-213,macrophage,ZEB2
5.47E-217,-0.474268485,0.666,0.86,1.65E-212,macrophage,RPS12
1.30E-216,0.803824951,0.231,0.059,3.93E-212,macrophage,FGR
1.06E-215,0.792405892,0.327,0.135,3.20E-211,macrophage,HLA-DOA
2.35E-215,0.753068873,0.324,0.167,7.09E-211,macrophage,RAB5C
4.38E-215,0.526686992,0.561,0.47,1.32E-210,macrophage,ANXA5
3.94E-214,0.764246018,0.218,0.049,1.19E-209,macrophage,LAIR1
5.67E-211,0.807508641,0.366,0.207,1.71E-206,macrophage,RP4-666F24.3
3.14E-210,0.688564562,0.339,0.226,9.49E-206,macrophage,CTSL
6.08E-210,0.645690181,0.467,0.324,1.84E-205,macrophage,EHBP1L1
1.81E-209,-0.641344418,0.975,0.97,5.47E-205,macrophage,PRG4
3.28E-209,-0.682686466,0.634,0.733,9.91E-205,macrophage,LUM
7.67E-209,0.781765819,0.318,0.166,2.32E-204,macrophage,IFNGR1
2.49E-207,0.809907518,0.331,0.135,7.53E-203,macrophage,PLEKHO1
1.39E-206,0.687942558,0.52,0.355,4.21E-202,macrophage,GADD45B
8.59E-206,0.706421211,0.157,0.025,2.60E-201,macrophage,SECTM1
2.47E-205,0.517986878,0.441,0.378,7.46E-201,macrophage,PRDX1
4.18E-205,-1.003745663,0.135,0.37,1.26E-200,macrophage,COL14A1
1.31E-204,-0.506327193,0.377,0.654,3.95E-200,macrophage,PNISR
9.33E-203,0.711604081,0.179,0.032,2.82E-198,macrophage,FPR1
1.64E-202,0.705934361,0.181,0.037,4.95E-198,macrophage,TBXAS1
1.80E-202,0.718967154,0.17,0.033,5.45E-198,macrophage,FMNL2
3.48E-202,-0.452373994,0.605,0.82,1.05E-197,macrophage,RPS16
5.31E-202,0.32159149,0.67,0.516,1.61E-197,macrophage,SRGN
1.29E-201,0.413534079,0.878,0.783,3.88E-197,macrophage,CST3
1.25E-199,0.7345239,0.24,0.07,3.79E-195,macrophage,SYK
1.26E-199,0.527198238,0.797,0.667,3.80E-195,macrophage,FOSB
2.86E-199,0.689574521,0.373,0.237,8.64E-195,macrophage,YWHAH
4.87E-199,-0.747472829,0.105,0.339,1.47E-194,macrophage,EBF1
6.10E-199,-0.815405007,0.346,0.57,1.84E-194,macrophage,COL6A3
6.78E-199,0.678471967,0.394,0.293,2.05E-194,macrophage,EMP1
1.30E-198,-0.656904747,0.463,0.695,3.94E-194,macrophage,MT-RNR1
9.06E-198,0.712004176,0.322,0.187,2.74E-193,macrophage,ATP6AP1
1.18E-197,1.057231251,0.172,0.051,3.57E-193,macrophage,IL1B
1.67E-196,-0.499129516,0.375,0.647,5.04E-192,macrophage,RPL4
2.29E-196,-0.902157462,0.282,0.508,6.92E-192,macrophage,IGFBP4
1.89E-194,0.637237107,0.448,0.315,5.71E-190,macrophage,CCDC88A
2.03E-194,-0.54864069,0.36,0.626,6.12E-190,macrophage,RPL36
9.94E-194,-0.812452564,0.377,0.577,3.00E-189,macrophage,CYP1B1
5.99E-193,-0.597511623,0.264,0.53,1.81E-188,macrophage,NKTR
2.55E-192,0.593441594,0.469,0.357,7.70E-188,macrophage,FLNA
4.59E-192,0.579497703,0.561,0.428,1.39E-187,macrophage,KLF2
5.73E-192,0.606246629,0.121,0.012,1.73E-187,macrophage,CTD-2337J16.1
1.12E-191,0.730466648,0.286,0.148,3.37E-187,macrophage,CMKLR1
1.65E-191,-0.644573353,0.17,0.422,5.00E-187,macrophage,NUCB2
1.98E-191,-0.651222357,0.098,0.325,5.98E-187,macrophage,RPL7A
5.86E-190,-0.497331904,0.491,0.732,1.77E-185,macrophage,RPS20
7.27E-190,0.616048009,0.505,0.296,2.20E-185,macrophage,COTL1
1.67E-189,-0.43612337,0.571,0.798,5.06E-185,macrophage,RPL27A
2.16E-189,0.729982393,0.25,0.109,6.54E-185,macrophage,ACP2
3.82E-189,0.751322949,0.372,0.17,1.15E-184,macrophage,MYO1F
8.54E-189,0.722364856,0.252,0.117,2.58E-184,macrophage,SLC43A2
1.99E-188,-1.122299863,0.112,0.322,6.01E-184,macrophage,IL32
3.04E-188,0.560023277,0.666,0.525,9.17E-184,macrophage,LRP1
3.33E-188,-0.529215626,0.328,0.596,1.01E-183,macrophage,RPLP0
1.56E-187,-0.688356122,0.419,0.626,4.70E-183,macrophage,COL6A2
3.81E-187,-0.514959376,0.319,0.585,1.15E-182,macrophage,RPL5
5.04E-187,-0.482786193,0.377,0.642,1.52E-182,macrophage,LUC7L3
6.94E-187,0.669803604,0.207,0.046,2.10E-182,macrophage,1-Mar
2.90E-185,-0.697875738,0.088,0.304,8.76E-181,macrophage,NFIB
4.62E-185,1.002885986,0.134,0.028,1.39E-180,macrophage,CCL18
7.73E-183,0.659882081,0.251,0.135,2.33E-178,macrophage,CREG1
1.36E-182,-0.448121436,0.562,0.782,4.11E-178,macrophage,RPL30
1.62E-182,0.605180196,0.45,0.333,4.90E-178,macrophage,CD9
2.59E-182,0.600310427,0.121,0.014,7.81E-178,macrophage,LILRA6
7.21E-181,0.612770997,0.142,0.023,2.18E-176,macrophage,ALDH1A1
7.65E-181,-0.507822123,0.412,0.667,2.31E-176,macrophage,NUCKS1
8.89E-181,0.670552664,0.138,0.022,2.68E-176,macrophage,NFAM1
1.42E-180,-0.434775999,0.534,0.754,4.29E-176,macrophage,RPS21
4.86E-180,0.646449332,0.388,0.257,1.47E-175,macrophage,PABPC4
1.03E-179,-0.812406633,0.422,0.545,3.12E-175,macrophage,CXCL12
2.26E-179,0.265898226,0.994,0.99,6.84E-175,macrophage,HLA-B
2.64E-179,0.715906569,0.241,0.083,7.97E-175,macrophage,SNX10
1.16E-178,-0.575149907,0.214,0.467,3.52E-174,macrophage,OPTN
9.47E-177,-0.604637095,0.156,0.393,2.86E-172,macrophage,LIMA1
1.00E-174,-0.592448662,0.8,0.845,3.02E-170,macrophage,PLA2G2A
6.81E-174,-0.690797478,0.481,0.65,2.06E-169,macrophage,SPARC
1.03E-173,0.446612728,0.725,0.649,3.12E-169,macrophage,JUND
3.12E-173,-0.350789011,0.583,0.796,9.41E-169,macrophage,PABPC1
6.45E-173,-0.380505772,0.71,0.881,1.95E-168,macrophage,TPT1
6.71E-173,-0.92824149,0.117,0.329,2.03E-168,macrophage,SYNE2
5.17E-172,-0.641708587,0.308,0.553,1.56E-167,macrophage,TPR
2.35E-171,0.594274296,0.124,0.016,7.10E-167,macrophage,TIMD4
4.23E-170,0.494843018,0.441,0.375,1.28E-165,macrophage,DPYSL2
4.60E-170,0.673668727,0.157,0.035,1.39E-165,macrophage,HMOX1
5.64E-170,0.696786743,0.365,0.188,1.70E-165,macrophage,HLA-DQA2
1.59E-169,-0.667510189,0.091,0.298,4.81E-165,macrophage,TSHZ2
6.39E-168,-0.567256694,0.139,0.363,1.93E-163,macrophage,CFI
3.08E-167,0.388147046,0.774,0.677,9.31E-163,macrophage,ZFP36
8.95E-167,0.667219563,0.216,0.098,2.70E-162,macrophage,ARHGEF10L
4.30E-166,0.712235491,0.202,0.066,1.30E-161,macrophage,THEMIS2
7.15E-166,0.366590314,0.712,0.611,2.16E-161,macrophage,PFN1
2.46E-165,-0.423550737,0.408,0.653,7.42E-161,macrophage,FAU
3.40E-165,0.720287035,0.264,0.091,1.03E-160,macrophage,PLEK
4.74E-165,0.625344422,0.151,0.038,1.43E-160,macrophage,ABCC3
7.07E-165,-0.697370988,0.114,0.326,2.14E-160,macrophage,LAMB1
7.72E-165,-0.388956836,0.64,0.834,2.33E-160,macrophage,RPL37A
9.45E-164,-0.6712551,0.162,0.389,2.85E-159,macrophage,ENAH
1.02E-163,0.646122856,0.261,0.141,3.07E-159,macrophage,CORO1C
8.91E-163,0.485320044,0.449,0.398,2.69E-158,macrophage,TAGLN2
2.11E-162,-0.406404588,0.532,0.757,6.38E-158,macrophage,RPL27
9.51E-162,-0.595584251,0.167,0.396,2.87E-157,macrophage,CFH
1.31E-160,0.627913974,0.305,0.191,3.97E-156,macrophage,LAP3
2.03E-160,-0.585251899,0.155,0.38,6.12E-156,macrophage,LAMA4
4.87E-160,-0.526214672,0.381,0.621,1.47E-155,macrophage,XIST
9.97E-160,-0.510501207,0.224,0.463,3.01E-155,macrophage,HNRNPDL
1.21E-159,0.431729588,0.633,0.565,3.67E-155,macrophage,NFKBIA
4.89E-159,-0.286114858,0.998,0.999,1.48E-154,macrophage,MT-RNR2
7.17E-159,0.626804446,0.282,0.17,2.16E-154,macrophage,GAA
2.76E-158,0.62406102,0.316,0.209,8.35E-154,macrophage,PICALM
3.91E-158,-0.380900327,0.567,0.782,1.18E-153,macrophage,RPS24
5.37E-158,0.662081158,0.257,0.149,1.62E-153,macrophage,SCO2
2.36E-157,0.570667886,0.143,0.026,7.12E-153,macrophage,SPI1
5.89E-156,-0.341345113,0.713,0.882,1.78E-151,macrophage,RPS11
1.62E-155,0.633945552,0.222,0.12,4.89E-151,macrophage,CYFIP1
2.02E-155,-0.516700714,0.283,0.524,6.10E-151,macrophage,PPIB
3.55E-155,-0.566034085,0.162,0.384,1.07E-150,macrophage,ITGB1
3.81E-155,0.620115053,0.37,0.251,1.15E-150,macrophage,TNFRSF14
4.16E-155,-0.535335349,0.551,0.687,1.26E-150,macrophage,C1S
1.59E-154,0.666070119,0.148,0.031,4.80E-150,macrophage,F13A1
1.64E-154,0.612812534,0.15,0.03,4.96E-150,macrophage,HCK
4.20E-154,0.398486632,0.719,0.725,1.27E-149,macrophage,FTH1
4.14E-152,-1.219695495,0.161,0.327,1.25E-147,macrophage,CCL5
8.48E-152,-0.524361426,0.231,0.464,2.56E-147,macrophage,IFITM2
2.10E-151,-0.921152423,0.513,0.498,6.34E-147,macrophage,IGHG3
2.65E-151,0.672658154,0.326,0.141,8.00E-147,macrophage,EVI2B
5.38E-151,-0.561504248,0.101,0.299,1.62E-146,macrophage,PLEKHA4
7.03E-151,-0.401780411,0.745,0.675,2.12E-146,macrophage,IGHG4
1.23E-150,-0.852484584,0.192,0.395,3.71E-146,macrophage,TRBC2
3.29E-150,-0.484353298,0.204,0.431,9.95E-146,macrophage,RPL22
5.02E-150,0.662359092,0.212,0.077,1.52E-145,macrophage,RASGEF1B
5.12E-149,0.37637561,0.83,0.73,1.55E-144,macrophage,JUNB
6.93E-149,0.819371403,0.141,0.035,2.09E-144,macrophage,FCN1
2.75E-148,-0.622807315,0.231,0.456,8.32E-144,macrophage,CAV1
8.99E-148,0.573953747,0.429,0.341,2.72E-143,macrophage,TUBA1A
2.94E-147,-0.51674116,0.207,0.434,8.88E-143,macrophage,TTC3
8.13E-147,0.679799457,0.205,0.064,2.46E-142,macrophage,PIK3R5
1.99E-146,-0.969000693,0.38,0.344,6.02E-142,macrophage,IGKC
2.86E-146,-0.613908272,0.059,0.231,8.65E-142,macrophage,RPS7
5.69E-146,0.600340333,0.161,0.04,1.72E-141,macrophage,RNASE6
1.09E-145,-0.659426231,0.463,0.616,3.30E-141,macrophage,TIMP3
2.32E-145,-0.499958755,0.11,0.305,7.01E-141,macrophage,CCND2
1.22E-144,-0.373274958,0.401,0.631,3.69E-140,macrophage,SON
1.28E-144,-0.674681899,0.424,0.576,3.86E-140,macrophage,MMP2
4.23E-144,0.593492765,0.248,0.16,1.28E-139,macrophage,ATP6V0A1
5.27E-144,0.647058843,0.148,0.037,1.59E-139,macrophage,CSF3R
7.18E-144,0.495420983,0.376,0.303,2.17E-139,macrophage,ATP6AP2
1.23E-143,-0.65849567,0.177,0.387,3.72E-139,macrophage,WISP2
1.30E-143,0.520741223,0.363,0.289,3.93E-139,macrophage,GNB2
6.11E-143,-0.813335582,0.194,0.383,1.85E-138,macrophage,CD52
2.69E-142,-0.597617771,0.455,0.629,8.14E-138,macrophage,FSTL1
3.02E-142,0.615934508,0.229,0.119,9.12E-138,macrophage,DNASE2
7.53E-142,-0.63217058,0.416,0.598,2.28E-137,macrophage,MGP
1.25E-141,-0.483946446,0.219,0.442,3.79E-137,macrophage,TOMM7
1.30E-141,0.642557647,0.172,0.045,3.92E-137,macrophage,PIK3AP1
1.69E-141,-0.274840182,0.821,0.942,5.10E-137,macrophage,MT-ND4
3.05E-141,0.645156727,0.264,0.117,9.21E-137,macrophage,ARHGAP18
3.35E-141,-0.37350064,0.396,0.623,1.01E-136,macrophage,SRSF11
4.11E-141,-0.602590287,0.366,0.574,1.24E-136,macrophage,COL6A1
4.16E-141,-0.604098678,0.283,0.498,1.26E-136,macrophage,PLAC9
9.43E-141,-0.600956717,0.144,0.349,2.85E-136,macrophage,FBN1
1.18E-140,0.553184344,0.489,0.394,3.55E-136,macrophage,RGCC
3.84E-140,0.605791856,0.176,0.067,1.16E-135,macrophage,TLR2
1.73E-139,-0.357022369,0.53,0.743,5.22E-135,macrophage,RPL35
2.08E-139,0.537829562,0.115,0.021,6.29E-135,macrophage,NPL
5.66E-139,0.552739355,0.295,0.215,1.71E-134,macrophage,EPB41L3
